Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Aktionsware
w,31-40,ja,ledig,nein,Donnerstag,12-14 Uhr,< 10 km,2000-<3200,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,41-50,ja,ledig,ja,Freitag,<10 Uhr,10 - 25 km,<1000,1 bis 5,313,0,0,19,0,0,0,0,0,72,39,0,42,0,32,213
m,41-50,ja,Partnerschaft,ja,Donnerstag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,440,55,14,16,0,62,0,0,0,0,129,188,38,0,0,0
w,>60,ja,ledig,ja,Freitag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,183,56,10,28,0,66,0,0,0,0,0,0,0,0,0,117
m,>60,nein,ledig,ja,Dienstag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,53,0,4,38,0,75,49,0,0,0,0,0,0,0,0,0
m,>60,nein,Partnerschaft,ja,Freitag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,660,0,0,0,0,0,190,0,0,50,198,0,0,0,0,104
w,31-40,nein,Partnerschaft,ja,Dienstag,12-14 Uhr,10 - 25 km,1000-<2000,0,514,153,6,0,30,52,240,0,8,76,0,242,0,0,0,0
w,51-60,nein,Partnerschaft,nein,Montag,14-17 Uhr,< 10 km,1000-<2000,> 5,198,100,6,12,0,78,0,0,0,0,0,18,58,0,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,> 25 km,>4500,0,638,0,0,10,0,0,174,0,0,274,0,180,0,0,0,0
w,31-40,ja,Partnerschaft,ja,Montag,>17 Uhr,< 10 km,<1000,> 5,29,7,0,0,22,0,66,0,0,0,0,0,0,0,0,0
w,>60,ja,Partnerschaft,nein,Dienstag,14-17 Uhr,< 10 km,>4500,1 bis 5,759,0,0,13,117,0,0,0,124,114,0,44,0,0,0,471
m,41-50,nein,Partnerschaft,ja,Donnerstag,<10 Uhr,10 - 25 km,3200-<4500,> 5,216,0,1,51,39,0,62,0,0,153,50,0,0,0,0,0
m,>60,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,160,0,2,8,102,42,148,0,102,0,0,56,0,0,0,0
m,18-30,nein,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,3200-<4500,1 bis 5,545,0,7,4,0,84,0,0,0,0,36,360,64,0,68,0
w,41-50,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,<1000,> 5,177,0,14,16,51,16,0,0,222,28,56,0,0,0,189,0
w,31-40,nein,ledig,ja,Freitag,14-17 Uhr,< 10 km,3200-<4500,1 bis 5,399,0,0,0,0,0,0,0,0,0,132,0,0,0,66,267
m,>60,nein,ledig,ja,Mittwoch,>17 Uhr,> 25 km,1000-<2000,> 5,604,0,4,12,0,20,0,0,0,96,45,0,57,240,0,0
w,41-50,nein,ledig,nein,Mittwoch,>17 Uhr,< 10 km,<1000,1 bis 5,390,0,4,18,124,28,48,0,0,0,87,158,17,0,126,0
m,18-30,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,659,150,3,0,159,2,138,0,290,57,0,0,0,0,0,290
w,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,137,0,6,12,0,8,0,0,0,0,0,88,0,0,0,40
w,18-30,nein,Partnerschaft,ja,Freitag,14-17 Uhr,> 25 km,1000-<2000,1 bis 5,280,0,0,0,0,0,0,0,110,43,0,127,0,0,0,0
w,18-30,nein,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,457,0,0,26,13,108,49,0,216,0,0,0,87,0,0,148
m,41-50,nein,ledig,ja,Montag,12-14 Uhr,> 25 km,>4500,1 bis 5,192,0,5,9,100,62,103,87,103,0,0,0,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,120,0,6,0,28,57,9,0,56,120,70,0,0,0,92,0
m,>60,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,<1000,> 5,328,0,0,0,22,0,0,0,158,0,0,0,0,0,0,306
m,51-60,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,> 25 km,2000-<3200,> 5,620,120,6,40,33,20,0,0,160,84,0,225,0,0,0,152
w,41-50,ja,Partnerschaft,nein,Dienstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,462,0,6,0,0,42,0,0,0,0,0,351,60,0,0,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,12,0,12,21,0,48,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,> 5,728,79,10,0,0,82,0,0,142,0,0,244,0,0,0,216
m,18-30,ja,Partnerschaft,ja,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,370,0,0,0,0,0,0,0,0,13,0,357,0,0,0,0
w,>60,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,<1000,> 5,605,0,6,18,10,76,177,0,81,212,0,0,0,0,0,118
m,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,128,72,12,5,0,48,0,0,0,0,0,44,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,<1000,1 bis 5,226,0,0,8,53,0,0,0,36,141,0,0,0,0,24,0
m,>60,ja,ledig,ja,Freitag,10-12 Uhr,< 10 km,2000-<3200,> 5,343,0,18,0,48,21,67,0,180,20,46,0,0,0,57,0
m,41-50,nein,ledig,nein,Montag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,251,0,6,0,0,46,0,0,0,129,0,0,0,0,0,116
m,31-40,ja,Partnerschaft,ja,Donnerstag,12-14 Uhr,< 10 km,>4500,1 bis 5,373,0,6,0,0,72,0,0,0,0,135,156,0,0,13,0
m,18-30,nein,Partnerschaft,nein,Freitag,>17 Uhr,< 10 km,<1000,> 5,858,0,14,18,0,32,0,0,0,43,0,423,0,0,0,378
w,31-40,nein,Partnerschaft,ja,Montag,10-12 Uhr,< 10 km,>4500,> 5,375,0,12,0,52,0,0,0,0,0,0,206,36,0,26,43
m,>60,nein,Partnerschaft,nein,Samstag,<10 Uhr,10 - 25 km,2000-<3200,> 5,175,0,0,0,0,0,0,0,0,50,33,0,15,41,24,86
m,51-60,nein,Partnerschaft,ja,Dienstag,10-12 Uhr,> 25 km,3200-<4500,0,145,0,6,28,129,24,132,0,80,0,0,0,0,0,0,0
w,41-50,nein,ledig,nein,Donnerstag,<10 Uhr,< 10 km,1000-<2000,> 5,5,0,5,12,0,75,0,0,0,0,0,0,0,0,0,0
m,31-40,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,> 5,72,0,0,0,72,0,132,0,166,0,0,0,0,0,0,0
w,>60,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,3200-<4500,> 5,509,0,0,0,110,0,74,0,97,30,0,369,0,0,0,0
m,41-50,nein,ledig,nein,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,407,0,0,27,50,0,58,0,103,123,100,47,0,105,54,78
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,335,50,5,13,32,14,80,0,0,0,0,0,0,0,0,248
m,31-40,nein,ledig,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,0,332,0,0,0,35,0,62,24,189,138,78,71,0,0,99,2
m,>60,nein,ledig,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,554,0,0,0,33,105,39,0,264,114,78,0,0,0,75,206
w,51-60,nein,ledig,nein,Samstag,12-14 Uhr,> 25 km,1000-<2000,> 5,795,0,3,18,56,57,0,0,200,159,0,501,0,0,0,0
m,51-60,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,447,0,4,14,84,20,69,90,0,0,0,0,23,0,0,246
m,>60,ja,ledig,ja,Mittwoch,14-17 Uhr,10 - 25 km,1000-<2000,> 5,359,68,0,0,75,0,0,0,0,178,21,124,15,0,102,56
w,>60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,368,0,8,0,44,0,0,0,141,150,68,104,0,0,16,0
w,31-40,nein,ledig,ja,Donnerstag,12-14 Uhr,10 - 25 km,1000-<2000,0,324,104,0,15,0,0,0,0,0,122,0,0,0,83,0,0
m,31-40,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,> 5,502,0,2,42,0,104,0,87,0,17,0,162,64,0,0,170
m,>60,nein,ledig,nein,Dienstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,481,0,21,27,135,0,297,0,180,12,183,0,0,0,8,142
m,18-30,nein,Partnerschaft,nein,Montag,14-17 Uhr,< 10 km,<1000,0,315,0,0,14,0,0,0,0,0,148,0,0,60,0,0,93
m,41-50,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,< 10 km,>4500,> 5,642,0,7,51,0,30,0,122,0,192,0,156,62,0,21,0
w,>60,nein,Partnerschaft,nein,Donnerstag,<10 Uhr,< 10 km,1000-<2000,> 5,368,0,0,16,0,0,0,0,237,99,57,0,18,0,66,0
w,>60,ja,ledig,ja,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,89,0,5,22,0,31,0,0,0,43,84,0,0,0,23,0
m,>60,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,624,249,9,5,0,0,0,0,0,0,0,366,0,0,0,0
w,>60,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,> 5,673,243,2,26,0,0,172,0,0,69,32,0,44,0,48,0
m,41-50,nein,Partnerschaft,nein,Montag,14-17 Uhr,10 - 25 km,<1000,> 5,248,0,5,0,0,105,0,0,0,0,243,0,0,0,24,0
m,41-50,ja,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,225,0,9,39,30,45,0,0,162,0,0,171,0,0,0,0
m,41-50,ja,ledig,nein,Montag,10-12 Uhr,< 10 km,2000-<3200,0,164,0,0,0,0,0,0,0,0,53,80,84,0,0,34,0
m,51-60,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,445,0,0,16,84,108,0,0,36,200,15,0,0,0,66,172
m,18-30,nein,ledig,ja,Freitag,>17 Uhr,< 10 km,>4500,1 bis 5,353,0,9,12,0,24,55,176,0,0,96,0,0,0,54,0
m,18-30,ja,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,3200-<4500,> 5,435,0,0,0,37,0,180,0,0,0,0,0,144,0,0,254
m,18-30,ja,ledig,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,117,0,15,11,0,0,0,20,0,0,0,82,0,0,0,0
w,31-40,nein,Partnerschaft,ja,Mittwoch,<10 Uhr,< 10 km,1000-<2000,> 5,863,0,6,18,98,0,220,45,0,135,58,202,0,0,63,222
m,51-60,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,382,0,0,16,135,0,86,201,249,0,0,30,0,0,0,0
w,51-60,nein,Partnerschaft,nein,Montag,12-14 Uhr,< 10 km,2000-<3200,1 bis 5,240,0,6,0,0,62,0,0,0,234,0,0,0,0,0,0
w,31-40,nein,Partnerschaft,nein,Montag,12-14 Uhr,10 - 25 km,2000-<3200,1 bis 5,436,0,3,0,0,0,0,0,0,0,0,0,45,0,0,345
w,31-40,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,834,0,15,39,0,0,0,0,180,0,138,96,54,0,0,0
w,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,0,219,0,20,8,99,0,56,0,0,0,0,0,0,100,0,0
m,18-30,nein,ledig,ja,Donnerstag,14-17 Uhr,10 - 25 km,3200-<4500,> 5,368,0,5,0,105,46,85,0,261,0,0,258,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Mittwoch,12-14 Uhr,10 - 25 km,1000-<2000,> 5,70,0,0,13,57,0,37,0,0,0,0,0,0,0,0,0
m,41-50,nein,ledig,ja,Samstag,12-14 Uhr,< 10 km,2000-<3200,0,486,75,18,0,0,18,0,0,0,50,93,206,0,0,0,0
w,>60,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,355,0,6,0,0,27,0,0,0,147,0,103,0,0,0,0
w,51-60,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,2000-<3200,0,195,59,0,0,0,0,0,0,0,0,0,0,0,0,0,136
w,>60,nein,Partnerschaft,ja,Dienstag,12-14 Uhr,< 10 km,2000-<3200,> 5,286,0,0,0,0,0,0,0,0,99,126,160,0,0,72,0
m,18-30,nein,ledig,nein,Montag,>17 Uhr,< 10 km,2000-<3200,> 5,313,0,0,0,21,111,0,0,0,63,59,0,0,0,4,84
w,41-50,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,324,0,10,0,0,0,219,0,0,0,0,0,0,0,0,95
w,51-60,nein,ledig,ja,Freitag,<10 Uhr,10 - 25 km,2000-<3200,> 5,472,0,12,14,34,90,22,0,89,0,0,417,0,0,0,0
m,18-30,ja,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,<1000,0,268,86,12,0,0,92,0,0,0,0,0,170,0,0,0,0
w,>60,ja,ledig,nein,Dienstag,12-14 Uhr,> 25 km,<1000,1 bis 5,481,0,0,16,93,0,82,0,30,372,0,0,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,> 5,213,0,0,12,6,0,170,0,82,156,0,0,39,0,0,0
m,18-30,ja,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,288,0,6,0,0,0,0,0,0,0,0,282,0,0,0,0
w,51-60,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,54,0,6,33,48,94,242,0,324,0,0,0,0,0,0,0
m,18-30,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,254,60,2,0,0,54,0,84,0,42,0,0,66,0,0,0
m,31-40,nein,ledig,nein,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,396,0,6,36,0,0,0,0,0,51,0,339,0,0,0,0
w,31-40,nein,Partnerschaft,nein,Freitag,>17 Uhr,10 - 25 km,2000-<3200,> 5,176,0,0,0,102,0,162,0,0,0,0,0,0,0,0,74
w,31-40,ja,Partnerschaft,ja,Freitag,10-12 Uhr,> 25 km,3200-<4500,> 5,393,0,24,20,54,68,90,90,0,46,225,0,0,0,51,0
m,18-30,ja,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,<1000,1 bis 5,961,0,0,0,28,0,88,0,303,78,52,621,0,0,29,260
m,41-50,nein,Partnerschaft,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,0,437,0,12,0,0,0,0,0,138,47,0,0,0,0,0,200
w,31-40,nein,ledig,ja,Montag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,578,38,0,0,0,0,0,0,0,0,0,152,0,62,0,326
m,41-50,nein,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,202,101,2,0,0,28,0,0,0,0,0,0,27,0,30,0
m,31-40,ja,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,> 5,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,14-17 Uhr,10 - 25 km,2000-<3200,1 bis 5,150,0,4,39,58,0,0,0,254,0,0,0,88,0,0,0
m,18-30,ja,ledig,ja,Montag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,205,0,8,24,0,0,0,0,0,158,116,0,0,0,42,81
m,18-30,ja,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,>4500,0,204,0,0,0,0,0,0,0,0,0,0,108,0,0,96,0
w,18-30,nein,ledig,nein,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,290,0,6,11,0,0,0,0,0,33,2,0,0,0,48,282
m,>60,ja,ledig,nein,Montag,10-12 Uhr,< 10 km,>4500,> 5,100,0,4,16,0,25,0,0,0,80,0,0,16,0,0,0
w,18-30,nein,ledig,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,82,0,8,32,29,6,72,0,0,49,18,0,27,0,39,0
m,51-60,nein,Partnerschaft,nein,Montag,14-17 Uhr,> 25 km,2000-<3200,> 5,332,201,10,0,0,22,0,0,0,0,0,94,0,0,0,0
w,18-30,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,237,159,5,12,0,0,0,0,0,73,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,10 - 25 km,<1000,> 5,276,97,0,0,0,0,0,0,0,0,0,105,0,0,0,74
m,51-60,ja,ledig,nein,Freitag,10-12 Uhr,< 10 km,1000-<2000,> 5,220,0,0,0,0,0,0,0,0,297,123,0,0,0,57,97
m,51-60,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,72,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0
w,31-40,nein,ledig,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,0,149,0,12,0,0,16,0,0,0,64,0,73,0,0,0,0
w,>60,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,126,0,0,0,24,44,125,0,0,0,58,0,0,0,46,0
m,18-30,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,1000-<2000,1 bis 5,461,255,0,0,138,24,52,0,115,44,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Mittwoch,12-14 Uhr,10 - 25 km,1000-<2000,> 5,746,0,8,24,0,25,0,0,0,67,75,354,0,0,0,309
w,18-30,nein,ledig,ja,Samstag,<10 Uhr,10 - 25 km,2000-<3200,1 bis 5,177,0,6,3,0,0,0,0,0,0,0,94,0,0,0,71
w,31-40,ja,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,2000-<3200,> 5,59,0,0,0,0,34,0,0,0,0,0,0,0,0,25,0
w,18-30,ja,ledig,ja,Freitag,10-12 Uhr,> 25 km,2000-<3200,1 bis 5,423,0,4,0,48,0,55,0,252,0,0,100,0,0,0,91
m,>60,ja,Partnerschaft,ja,Donnerstag,<10 Uhr,10 - 25 km,<1000,1 bis 5,196,124,18,21,0,80,0,0,0,108,45,0,0,0,54,0
w,41-50,nein,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,3200-<4500,> 5,825,183,0,0,0,0,234,0,0,108,61,327,20,0,48,0
m,18-30,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,0,360,90,0,0,6,0,184,0,70,0,0,0,0,0,0,102
m,51-60,nein,ledig,ja,Montag,12-14 Uhr,10 - 25 km,<1000,0,719,72,12,16,93,54,96,0,219,36,0,0,0,0,0,294
m,51-60,nein,ledig,ja,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,390,0,18,6,16,12,32,0,0,0,6,158,0,0,60,61
m,18-30,ja,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,1000-<2000,> 5,296,138,3,32,0,0,0,0,0,0,28,105,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,1 bis 5,344,0,0,0,36,0,50,0,48,26,0,282,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Donnerstag,14-17 Uhr,10 - 25 km,>4500,> 5,887,294,0,69,0,0,0,138,0,0,0,240,0,0,0,146
m,51-60,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,2000-<3200,> 5,246,66,2,21,99,105,30,0,39,58,19,0,0,0,39,0
m,18-30,ja,ledig,ja,Donnerstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,108,0,10,10,0,46,0,0,0,98,0,0,0,0,0,0
w,41-50,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,0,859,98,0,0,0,39,0,106,0,0,0,354,0,0,0,262
m,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,1000-<2000,> 5,418,0,5,12,135,19,138,0,0,0,0,250,0,0,0,0
m,>60,nein,Partnerschaft,nein,Freitag,14-17 Uhr,< 10 km,1000-<2000,0,171,0,0,0,63,0,207,0,0,140,3,54,51,0,0,0
w,>60,ja,ledig,ja,Donnerstag,<10 Uhr,10 - 25 km,2000-<3200,> 5,383,58,0,0,0,0,146,0,0,90,0,0,0,0,0,89
m,41-50,nein,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,>4500,> 5,479,53,0,0,0,44,0,0,0,138,0,244,0,0,0,0
m,51-60,ja,Partnerschaft,nein,Donnerstag,10-12 Uhr,< 10 km,2000-<3200,> 5,154,0,0,6,36,0,99,0,144,0,0,112,0,0,0,0
w,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,0,142,0,0,5,47,0,0,90,222,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Dienstag,12-14 Uhr,< 10 km,2000-<3200,0,33,0,0,0,0,18,0,0,0,0,0,0,15,0,0,0
w,31-40,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,3200-<4500,> 5,235,0,0,0,88,0,0,14,0,0,19,0,69,0,0,0
m,18-30,nein,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,356,25,1,0,78,0,54,0,220,0,0,252,0,0,0,0
m,41-50,ja,Partnerschaft,nein,Samstag,14-17 Uhr,< 10 km,2000-<3200,0,506,0,14,30,0,18,0,0,0,0,141,0,42,0,0,309
w,41-50,ja,Partnerschaft,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,385,0,0,0,0,0,0,0,0,162,186,31,26,0,0,118
w,18-30,ja,Partnerschaft,nein,Mittwoch,>17 Uhr,10 - 25 km,<1000,0,169,0,0,0,0,0,0,0,0,30,37,0,0,0,0,0
w,>60,ja,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,376,0,18,0,69,61,0,0,294,0,201,0,20,0,70,64
m,51-60,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,3200-<4500,> 5,339,54,0,21,0,0,0,0,0,0,0,0,0,264,0,0
w,>60,ja,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,<1000,0,283,0,3,0,0,0,0,0,0,0,0,192,34,0,54,0
w,18-30,nein,ledig,ja,Montag,14-17 Uhr,< 10 km,1000-<2000,0,432,0,33,0,105,0,0,0,264,6,0,0,0,0,0,0
m,51-60,ja,ledig,nein,Dienstag,10-12 Uhr,> 25 km,>4500,1 bis 5,54,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
m,31-40,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,>4500,0,196,0,0,0,0,0,0,0,0,237,24,0,42,0,42,44
m,31-40,ja,ledig,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,> 5,274,0,0,6,63,0,69,147,110,0,0,0,58,0,0,0
w,18-30,ja,ledig,ja,Samstag,10-12 Uhr,> 25 km,1000-<2000,> 5,220,0,3,0,99,74,291,0,40,0,28,0,0,0,0,0
m,18-30,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,<1000,> 5,596,96,15,0,0,0,64,0,0,26,48,254,0,0,58,110
w,41-50,nein,ledig,ja,Montag,<10 Uhr,10 - 25 km,1000-<2000,> 5,334,0,24,14,0,23,0,0,0,0,0,260,36,0,14,0
m,31-40,nein,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,>4500,1 bis 5,143,0,0,12,82,0,81,0,40,0,0,21,28,0,0,0
m,18-30,ja,ledig,ja,Samstag,>17 Uhr,> 25 km,<1000,1 bis 5,216,0,10,0,62,0,138,0,0,0,0,144,0,0,0,0
m,41-50,ja,ledig,ja,Mittwoch,>17 Uhr,> 25 km,2000-<3200,1 bis 5,105,0,0,7,23,0,255,75,0,0,0,0,0,0,0,0
w,>60,nein,ledig,ja,Samstag,>17 Uhr,10 - 25 km,3200-<4500,> 5,214,0,18,32,48,0,94,0,0,0,0,0,0,0,0,148
m,18-30,nein,ledig,ja,Freitag,12-14 Uhr,< 10 km,>4500,0,411,0,8,18,0,60,0,0,0,0,0,322,57,0,0,0
m,18-30,ja,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,410,270,0,0,0,0,0,0,0,0,0,0,0,0,34,106
w,>60,ja,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,24,0,18,13,0,141,0,0,0,0,0,0,0,0,6,0
w,41-50,ja,Partnerschaft,nein,Freitag,<10 Uhr,10 - 25 km,1000-<2000,> 5,339,0,0,0,0,0,0,0,0,0,141,0,12,110,37,76
m,18-30,ja,Partnerschaft,ja,Freitag,14-17 Uhr,10 - 25 km,1000-<2000,0,183,0,0,0,0,0,0,0,0,52,168,0,15,0,0,0
m,>60,ja,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,1000-<2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,41-50,nein,Partnerschaft,nein,Samstag,12-14 Uhr,< 10 km,3200-<4500,0,463,165,3,30,0,60,0,0,0,0,72,207,0,0,40,0
m,>60,ja,ledig,ja,Dienstag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,65,0,12,0,2,0,69,0,0,51,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,nein,Dienstag,>17 Uhr,10 - 25 km,<1000,> 5,176,0,15,2,8,5,0,0,178,0,0,0,93,60,0,0
m,18-30,ja,ledig,ja,Montag,>17 Uhr,10 - 25 km,<1000,> 5,68,0,14,0,0,72,0,0,0,0,0,0,54,0,0,0
w,41-50,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,3200-<4500,0,324,64,8,12,0,54,0,0,0,0,0,0,0,0,0,252
m,18-30,nein,ledig,ja,Donnerstag,>17 Uhr,< 10 km,<1000,1 bis 5,217,0,4,10,56,33,261,0,107,126,76,0,0,0,20,0
m,31-40,ja,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,360,0,6,6,0,8,0,0,0,0,0,0,0,0,0,354
m,41-50,nein,Partnerschaft,ja,Freitag,<10 Uhr,10 - 25 km,1000-<2000,0,303,6,0,0,37,40,122,21,117,30,10,0,12,0,0,0
w,18-30,nein,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,600,0,0,6,96,120,68,0,60,156,142,0,0,0,0,0
m,18-30,nein,ledig,nein,Montag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,428,0,12,24,50,5,0,66,98,0,0,228,0,0,72,0
m,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,1 bis 5,342,0,0,12,0,0,0,0,0,0,0,315,15,0,0,0
m,51-60,nein,Partnerschaft,nein,Samstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,116,0,0,48,28,0,0,0,106,0,0,0,40,0,0,0
